dp,"vd,newscheme,H0=0,Exp5","vd,newscheme,H0=200,Exp9","vd,newscheme,H0=600,Exp17","dp&Exp5,9,17","vd,LES,Exp5","vd,LES,Exp9","vd,LES,Exp17","dp&Exp24,27,33","vd,LES,Exp24","vd,LES,Exp27","vd,LES,Exp33",dp,"vd,newscheme,H0=0,Exp=24","vd,newscheme,H0=200,Exp=27","vd,scheme,H0=600,Exp=33"
0.009111627561154887,7.124242028792895e-05,0.00010199605003678148,0.0001406570384073324,,,,,,,,,0.009111627561154887,0.0034545390466588443,0.004673141664615477,0.006390185952257043
0.010235310218990263,6.504752329050701e-05,9.32435063420107e-05,0.0001287505640729739,,,,,,,,,0.010235310218990263,0.003035017430289964,0.004176322051883448,0.005811319025791185
0.011497569953977356,5.9515965043691045e-05,8.544732251219125e-05,0.00011816798538569384,,,,,,,,,0.011497569953977356,0.0026529603781382726,0.0037119613707773664,0.005257061389762519
0.01291549665014884,5.457295939929687e-05,7.850197724208021e-05,0.00010876656950337158,,,,,,,,,0.01291549665014884,0.002308864746774584,0.003282889127751551,0.004732284802689004
0.014508287784959394,5.015466860538102e-05,7.231766311532677e-05,0.00010042513944333985,,,,,,,,,0.014508287784959394,0.0020019991967873433,0.0028905864627233858,0.0042406094775377596
0.016297508346206444,4.620655588406431e-05,6.681796681213532e-05,9.304096297124031e-05,,,,,,,,,0.016297508346206444,0.0017306938616350818,0.0025353407362782004,0.0037844250343885737
0.01830738280295368,4.268205198447495e-05,6.193799270238138e-05,8.65272363787812e-05,,,,,,,,,0.01830738280295368,0.0014926249601591468,0.0022164458301503448,0.0033649803209638406
0.020565123083486514,3.954146619706699e-05,5.762283237214612e-05,8.08110336740383e-05,,,,,,,,,0.020565123083486514,0.0012850693857012275,0.001932420917381468,0.0029825212495984492
0.02310129700083159,3.6751093275406416e-05,5.382631194297386e-05,7.583163064595175e-05,,,,,,,,,0.02310129700083159,0.0011051157784907407,0.0016812256602618766,0.0026364560202060566
0.02595024211399736,3.428248213022702e-05,5.050996916804388e-05,7.153913994552177e-05,,,,,,,,,0.02595024211399736,0.0009498279032959456,0.0014604562536052938,0.0023255297158480998
0.029150530628251757,3.211184132438744e-05,4.764222500869409e-05,6.789341007107819e-05,,,,,,,,,0.029150530628251757,0.0008163625991456487,0.0012675130853220052,0.002047994191943698
0.03274549162877728,3.021956231261155e-05,4.5197722530905536e-05,6.48631517433191e-05,,,,,,,,,0.03274549162877728,0.0007020482781174245,0.0010997361705226076,0.0018017634771040495
0.036783797718286326,2.8589845598696736e-05,4.315681171126163e-05,6.242526256315542e-05,,,,,,,,,0.036783797718286326,0.0006044314993976447,0.0009545085391427349,0.0015845488761623214
0.04132012400115337,2.721041839117667e-05,4.150516331351442e-05,6.056432667396279e-05,,,,,,,,,0.04132012400115337,0.0005212992245146595,0.0008293303899616794,0.0013939712315051524
0.046415888336127795,2.607233531832177e-05,4.023349892543033e-05,5.927227109716362e-05,,,,,,,,,0.046415888336127795,0.00045068358866376374,0.0007218682546872726,0.0012276502319990723
0.052140082879996844,2.5169856494687926e-05,3.9337427764646065e-05,5.854816476474847e-05,,,,,,,,,0.052140082879996844,0.0003908548681448151,0.0006299839296000661,0.0010832723034274688
0.05857020818056667,2.450039982728307e-05,3.881738410993894e-05,5.839815019598554e-05,,,,,,,,,0.05857020818056667,0.00034030709202446897,0.0005517478236453046,0.0009586395955193013
0.0657933224657568,2.4064567010781313e-05,3.867866231024054e-05,5.883550139664256e-05,,,,,,,,,0.0657933224657568,0.0002977396117605122,0.0004854408952904398,0.0008517030431563354
0.07390722033525779,2.386624529391349e-05,3.893154939299526e-05,5.988080504703811e-05,,,,,,,,,0.07390722033525779,0.0002620369857190688,0.00042954870027902555,0.00076058255793028
0.08302175681319744,2.3912789921752836e-05,3.9591558478209324e-05,6.156226556822113e-05,,,,,,,,,0.08302175681319744,0.0002322487766294201,0.0003827503819508894,0.0006835772209570276
0.093260334688322,2.4215295309900663e-05,4.0679769676405965e-05,6.391613844220101e-05,,,,,,,,,0.093260334688322,0.0002075702863908211,0.00034390478653192576,0.0006191680078506083
0.10476157527896651,2.4788966655697315e-05,4.2223289126900805e-05,6.698730052443405e-05,,,,,,,,,0.10476157527896651,0.00018732483661746386,0.0003120353199911504,0.0005660151766834914
0.11768119524349979,2.5653608052067437e-05,4.425584161081451e-05,7.08299714709041e-05,,,,,,,,,0.11768119524349979,0.00017094791317109662,0.00028631469614077797,0.0005229520570407256
0.13219411484660287,2.6834248519228384e-05,4.6818518158984786e-05,7.550860746597753e-05,,,,,,,,,0.13219411484660287,0.00015797329881060313,0.00026605035649251074,0.0004889766253334797
0.1484968262254465,2.8361934079148913e-05,4.996070785158847e-05,8.109899816911763e-05,,,,,,,,,0.1484968262254465,0.00014802119461263896,0.0002506710610274598,0.0004632419440375129
0.1668100537200059,3.0274722573410734e-05,5.3741253424196083e-05,8.768961169840267e-05,,,,,,,,,0.1668100537200059,0.00014078825792457044,0.0002397149420489214,0.00044504627650606945
0.1873817422860383,3.261892907036989e-05,5.8229884611136886e-05,9.538325282173964e-05,,,,,,,,,0.1873817422860383,0.0001360394473928635,0.00023281916713730502,0.0004338234627397948
0.21049041445120198,3.545068441510005e-05,6.350900324563154e-05,0.00010429912981460168,,,,,,,,,0.21049041445120198,0.000133601553735112,0.00022971126024767262,0.0004291339574762936
0.23644894126454072,3.8837889165023885e-05,6.96759228052668e-05,0.00011457547095541516,,,,,,,,,0.23644894126454072,0.00013335830191752013,0.00023020207332794315,0.0004306567942095821
0.26560877829466867,4.2862671875659055e-05,7.684570655525275e-05,0.00012637290035720413,,,,,,,,,0.26560877829466867,0.0001352469329086886,0.00023418037873198873,0.0004381826507380698
0.298364724028334,4.762449743817753e-05,8.51548090168885e-05,0.00013987888675090306,,,,,,,,,0.298364724028334,0.00013925621026950868,0.00024160906237810436,0.00045160815645130253
0.3351602650938841,5.3244122286142814e-05,9.476581460220357e-05,0.00015531373568442483,,,,,,,,,0.3351602650938841,0.00014542584935309062,0.0002525229389587407,0.000470931602126372
0.37649358067924676,5.986866517294299e-05,0.0001058736988741391,0.00017293883127042156,,,,,,,,,0.37649358067924676,0.00015384743695585847,0.0002670282858713024,0.000496250294496121
0.4229242874389499,6.767816421823315e-05,0.00011871423246825366,0.00019306818507281614,,,,,,,,,0.4229242874389499,0.00016466700008579597,0.00028530430676536594,0.000527759948159752
0.4750810162102798,7.689413661759077e-05,0.00013357543469428408,0.00021608486812137165,,,,,,,,,0.4750810162102798,0.00017808949871863882,0.00030760689685699577,0.0005657567390235108
0.5336699231206307,8.779086634746298e-05,0.0001508134045594879,0.00024246465477499395,,,,,,,,,0.5336699231206307,0.00019438566625667447,0.00033427530381346596,0.0006106429761616705
0.5994842503189409,0.00010071044499289404,0.00017087446722036323,0.00027281027575670833,,,,,,,,,0.5994842503189409,0.00021390181518207677,0.0003657425819108162,0.0006629378137846623
0.6734150657750821,0.00011608301941309554,0.00019432644427576405,0.00030790114468062823,,,,,,,,,0.6734150657750821,0.0002370734850862086,0.000402551158298151,0.0007232950689413901
0.7564633275546291,0.0001344543071071244,0.00022190306585390107,0.00034876533261354756,,,,,,,,,0.7564633275546291,0.0002644441700568883,0.00044537542199309,0.000792531100687941
0.8497534359086438,0.00015652328607985798,0.00025456715565194037,0.0003967828336424143,,,,,,,,,0.8497534359086438,0.0002966908742932635,0.0004950540847137761,0.0008716669286906255
0.9545484566618337,0.00018319411239201873,0.000293600228336939,0.000453831381386551,,,,,,,,,0.9545484566618337,0.0003346589819607684,0.000552636246140154,0.0009619904145687907
1.072267222010323,0.0002156478018943288,0.0003407283296964767,0.0005224871366253703,,,,,,,,,1.072267222010323,0.0003794099850533401,0.0006194467345947972,0.001065146452329525
1.2045035402587825,0.0002554409810188001,0.00039829564572996766,0.000606290048951969,,,,,,,,,1.2045035402587825,0.0004322871054451776,0.0006971784766104097,0.0011832656385009968
1.3530477745798062,0.00030464079103097603,0.0004694969918744254,0.0007100730402613026,,,,,,,,,1.3530477745798062,0.0004950058933188406,0.0007880223669664412,0.0013191444174518085
1.5199110829529332,0.00036600606780686444,0.0005586744858514373,0.0008403281296885962,,,,,,,,,1.5199110829529332,0.0005697795675532585,0.0008948480916174906,0.0014764911372907462
1.7073526474706904,0.00044322353919917676,0.0006716667489522058,0.0010055326524764253,,,,,,,,,1.7073526474706904,0.0006594921309594437,0.0010214517252219852,0.0016602504269978356
1.9179102616724888,0.0005412007407061075,0.0008161626147757126,0.0012162814454525037,,,,,,,,,1.9179102616724888,0.0007679357200853343,0.001172885588014262,0.0018770082943064107
2.1544346900318843,0.000666399212549293,0.001001947931439462,0.0014849834898744462,,,,,,,,,2.1544346900318843,0.000900130959133787,0.0013558785150234861,0.0021354553431262866
2.420128264794381,0.0008271549971371259,0.0012408471436321357,0.0018248430444704864,,,,,,,,,2.420128264794381,0.001062747263000683,0.0015793329376894217,0.0024468427632116214
2.71858824273294,0.0010338729327414608,0.0015460863837036731,0.00224796050622458,,,,,,,,,2.71858824273294,0.0012646279079259403,0.0018548409294121028,0.002825348601816112
3.0538555088334154,0.0012989038893188858,0.0019308302159374222,0.0027627490326534955,,,,,,,,,3.0538555088334154,0.0015173913207895012,0.002197107714296303,0.0032884354363934346
3.4304692863149193,0.0016358607479030124,0.002405893501486416,0.003371410526698903,,,,,,,,,3.4304692863149193,0.0018360098735416333,0.002624200321534179,0.003857588042851442
3.8535285937105273,0.002058194099680583,0.0029771518349419046,0.004068632111402047,,,,,,,,,3.8535285937105273,0.002239151455287138,0.0031577560036432873,0.004559084849690882
4.328761281083057,0.002577156899952329,0.0036437705055021832,0.0048425243101972845,,,,,,,,,4.328761281083057,0.0027489646573875827,0.003823200413614772,0.005421599307538137
4.862601580065354,0.0031998655420192954,0.004398574157827397,0.005678013235263866,,,,,,,,,4.862601580065354,0.003390162390052707,0.004648381176787858,0.006466512436301238
5.462277217684343,0.0039287457363705305,0.00523129011143904,0.00656188429652909,,,,,,,,,5.462277217684343,0.004188946147083004,0.005657043914952237,0.007693681019836458
6.13590727341317,0.004763678457141,0.006134197162619824,0.007488147198486696,,,,,,,,,6.13590727341317,0.005172128478584574,0.006856971470461209,0.009074150406308733
6.892612104349695,0.005707278634092462,0.007108704272723084,0.008462649655412309,,,,,,,,,6.892612104349695,0.006363375076833191,0.008231353181100505,0.010558763621473295
7.742636826811269,0.006772408515789765,0.008171338485787065,0.009506630012369365,,,,,,,,,7.742636826811269,0.007772435056370127,0.009743958436993402,0.012099022831557425
8.697490026177835,0.007990303413484808,0.009358539719497495,0.010659667790362499,,,,,,,,,8.697490026177835,0.009385155855410072,0.011358313646696691,0.013668457573302808
9.770099572992246,0.009418091546752749,0.010730809252636446,0.011982942580858214,,,,,,,,,9.770099572992246,0.011172487282773536,0.01306046241337767,0.015275793934017045
10.974987654930567,0.01114542612528951,0.012377371790197628,0.013563780669674882,,,,,,,,,10.974987654930567,0.013120958222365127,0.014875219769329671,0.0169691410762759
12.32846739442066,0.013300432017118755,0.014422300923068322,0.015522205987180935,,,,,,,,,12.32846739442066,0.015264994166841402,0.01687363187408465,0.018835655501650752
13.848863713938718,0.01605472066039487,0.01703213791208435,0.018019632328542628,,,,,,,,,13.848863713938718,0.01770463575127702,0.019175714578458986,0.021001910174831336
15.556761439304722,0.01962614444422857,0.02042365593472206,0.021268878490094834,,,,,,,,,15.556761439304722,0.020610144550086078,0.021953870178849446,0.023638454897306642
17.47528400007683,0.024277598711425385,0.02486908671940443,0.025543356777949094,,,,,,,,,17.47528400007683,0.02422346475095807,0.025440206653963453,0.02696980022114283
19.630406500402724,0.030312931419382464,0.03069615201133496,0.03118206704956995,,,,,,,,,19.630406500402724,0.0288623457890308,0.029937640033601193,0.031288943151899534
22.051307399030456,0.03807780256272318,0.03828404070994597,0.038587796481876144,,,,,,,,,22.051307399030456,0.03492512350273812,0.03583146006730218,0.03697344661042626
24.77076355991709,0.04797825164163367,0.04806512889139462,0.04822217974483076,,,,,,,,,24.77076355991709,0.04288991978351425,0.04359622769237672,0.04449827081155641
27.825594022071257,0.06052154539034931,0.06054867894372123,0.0606131315492235,,,,,,,,,27.825594022071257,0.05330597680281296,0.05379488913110635,0.05444074263069062
31.25715849688235,0.07636565896437,0.0763723409798475,0.07639406907199868,,,,,,,,,31.25715849688235,0.06678882064796592,0.06707525535271405,0.06747810094944509
35.11191734215127,0.09636169624232319,0.09636422434365569,0.09637297678506385,,,,,,,,,35.11191734215127,0.08404527456588491,0.08418103095278785,0.0843891028582235
39.442060594376564,0.12159405939809263,0.12159651821415161,0.12160374992195934,,,,,,,,,39.442060594376564,0.10594520042620893,0.10599859636637825,0.10608209661706225
44.30621457583877,0.15343362757811194,0.1534366840551238,0.15344534333893342,,,,,,,,,44.30621457583877,0.13361894952491896,0.1336435211905097,0.13366771783263687
49.770235643321136,0.1936105229497361,0.19361437851397317,0.19362527462210127,,,,,,,,,49.770235643321136,0.16854139412750047,0.16856275317169317,0.16856773396092614
55.90810182512222,0.24430792166916807,0.24431278681091137,0.24432653514985236,,,,,,,,,55.90810182512222,0.21260137427136633,0.2126271404412846,0.21262843420705158
62.80291441834247,0.3082806784516867,0.3082868175452572,0.3083041659163928,,,,,,,,,62.80291441834247,0.26818971105850964,0.2682221482347876,0.26822325526279345
70.54802310718645,0.3890050242636834,0.3890127708998188,0.38903466200099285,,,,,,,,,70.54802310718645,0.3383240261262672,0.33836494458372746,0.33836631616889123
79.24828983539169,0.4908674634841761,0.4908772386063287,0.49090486197527244,,,,,,,,,79.24828983539169,0.42681202436818955,0.4268636449617518,0.42686537485376436
89.02150854450393,0.6194031350669211,0.6194154698451612,0.6194503265072898,,,,,,,,,89.02150854450393,0.5384583295297781,0.5385234531368661,0.5385256355353701
100.0,0.7815965901892341,0.7816121548838045,0.7816561389173394,,,,,,,,,100.0,0.6793255147109845,0.679407675438154,0.6794104287783984
